UserID,Gender,Age Group,Top 6 most preferred style,Artsy Style (F),Biker Style (F),Bohemian Style (F),Casual Style (F),Chic Style (F),Classy Style (F),Comfy Style (F),Ethnic Style (F),Evening Style (F),Formal Office Style (F),Girl Next Door Style (F),Grunge Style (F),Hip Hop Style (F),Indie Style (F),Kpop Style (F),Lolita Style (F),Preppy Style (F),Punk Style (F),Sexy Style (F),Sporty Style (F),Streetwear Style (F),Vacation Style (F),Vintage Style (F),Y2k Style (F),Artsy Style (M),Biker Style (M),Bohemian Style (M),Boy Next Door Style (M),Casual Style (M),Chic Style (M),Classy Style (M),Comfy Style (M),Ethnic Style (M),Evening Style (M),Formal Office Style (M),Grunge Style (M),Hip Hop Style (M),Indie Style (M),Ivy Style (M),Preppy Style (M),Punk Style (M),Rugged Style (M),Sporty Style (M),Streetwear Style (M),Vacation Style (M),Varsity Style (M),Vintage Style (M),Y2k Style (M),sum
479,Male,65 and above,"Grunge Style (M), Ivy Style (M), Rugged Style (M), Sporty Style (M), Vacation Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,6
480,Male,65 and above,"Casual Style (M), Comfy Style (M), Formal Office Style (M), Rugged Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,6
481,Male,65 and above,"Artsy Style (M), Biker Style (M), Chic Style (M), Punk Style (M), Streetwear Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6
482,Male,65 and above,"Bohemian Style (M), Casual Style (M), Preppy Style (M), Rugged Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,6
483,Male,65 and above,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Grunge Style (M), Hip Hop Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6
484,Male,65 and above,"Classy Style (M), Grunge Style (M), Indie Style (M), Ivy Style (M), Rugged Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,6
485,Male,65 and above,"Artsy Style (M), Bohemian Style (M), Hip Hop Style (M), Indie Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,6
486,Female,14 and below,"Artsy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Indie Style (F), Kpop Style (F), Preppy Style (F)",1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
487,Male,14 and below,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Grunge Style (M), Indie Style (M), Sporty Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6
488,Male,14 and below,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Grunge Style (M), Indie Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6
489,Female,14 and below,"Artsy Style (F), Comfy Style (F), Girl Next Door Style (F), Indie Style (F), Kpop Style (F), Vacation Style (F)",1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
490,Female,14 and below,"Casual Style (F), Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F)",0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
491,Female,14 and below,"Artsy Style (F), Comfy Style (F), Girl Next Door Style (F), Indie Style (F), Kpop Style (F), Vacation Style (F)",1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
492,Female,14 and below,"Casual Style (F), Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F)",0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
493,Female,14 and below,"Artsy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Indie Style (F), Kpop Style (F), Preppy Style (F)",1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
494,Female,14 and below,"Artsy Style (F), Bohemian Style (F), Casual Style (F), Grunge Style (F), Kpop Style (F), Lolita Style (F)",1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
495,Male,65 and above,"Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Rugged Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6
496,Male,65 and above,"Bohemian Style (M), Casual Style (M), Ethnic Style (M), Rugged Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6
497,Male,65 and above,"Chic Style (M), Classy Style (M), Ethnic Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
498,Male,14 and below,"Casual Style (M), Chic Style (M), Classy Style (M), Hip Hop Style (M), Preppy Style (M), Streetwear Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,6
499,Male,14 and below,"Casual Style (M), Chic Style (M), Classy Style (M), Ivy Style (M), Preppy Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,6
500,Male,14 and below,"Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6
501,Female,14 and below,"Artsy Style (F), Comfy Style (F), Girl Next Door Style (F), Indie Style (F), Kpop Style (F), Vacation Style (F)",1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
502,Female,14 and below,"Casual Style (F), Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F)",0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
503,Male,65 and above,"Chic Style (M), Classy Style (M), Ethnic Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
504,Male,14 and below,"Boy Next Door Style (M), Casual Style (M), Grunge Style (M), Indie Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,6
505,Male,14 and below,"Biker Style (M), Casual Style (M), Comfy Style (M), Hip Hop Style (M), Streetwear Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6
506,Male,14 and below,"Casual Style (M), Indie Style (M), Preppy Style (M), Sporty Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,6
507,Male,14 and below,"Biker Style (M), Indie Style (M), Ivy Style (M), Preppy Style (M), Rugged Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,6
508,Female,14 and below,"Artsy Style (F), Comfy Style (F), Girl Next Door Style (F), Indie Style (F), Kpop Style (F), Vacation Style (F)",1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
509,Female,14 and below,"Casual Style (F), Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F)",0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
510,Male,65 and above,"Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Rugged Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6
511,Male,65 and above,"Bohemian Style (M), Casual Style (M), Ethnic Style (M), Rugged Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,6
512,Male,65 and above,"Chic Style (M), Classy Style (M), Ethnic Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
513,Female,55 - 64,"Casual Style (F), Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F)",0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
514,Female,55 - 64,"Artsy Style (F), Bohemian Style (F), Chic Style (F), Ethnic Style (F), Vacation Style (F), Vintage Style (F)",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
515,Female,55 - 64,"Artsy Style (F), Girl Next Door Style (F), Grunge Style (F), Indie Style (F), Streetwear Style (F), Vintage Style (F)",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
516,Female,55 - 64,"Biker Style (F), Casual Style (F), Classy Style (F), Evening Style (F), Punk Style (F), Sexy Style (F)",0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
517,Female,55 - 64,"Casual Style (F), Comfy Style (F), Hip Hop Style (F), Sporty Style (F), Streetwear Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
518,Female,55 - 64,"Artsy Style (F), Indie Style (F), Kpop Style (F), Lolita Style (F), Preppy Style (F), Vintage Style (F)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
519,Female,55 - 64,"Chic Style (F), Classy Style (F), Comfy Style (F), Evening Style (F), Formal Office Style (F), Girl Next Door Style (F)",0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
520,Female,55 - 64,"Biker Style (F), Casual Style (F), Comfy Style (F), Hip Hop Style (F), Sporty Style (F), Streetwear Style (F)",0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
521,Male,65 and above,"Artsy Style (M), Bohemian Style (M), Chic Style (M), Classy Style (M), Ethnic Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
522,Male,65 and above,"Biker Style (M), Casual Style (M), Chic Style (M), Evening Style (M), Formal Office Style (M), Punk Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6
523,Male,65 and above,"Artsy Style (M), Bohemian Style (M), Chic Style (M), Ethnic Style (M), Indie Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
524,Male,65 and above,"Boy Next Door Style (M), Casual Style (M), Classy Style (M), Indie Style (M), Ivy Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6
525,Male,65 and above,"Casual Style (M), Chic Style (M), Classy Style (M), Comfy Style (M), Formal Office Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6
526,Male,65 and above,"Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6
527,Female,55 - 64,"Bohemian Style (F), Girl Next Door Style (F), Kpop Style (F), Vacation Style (F), Vintage Style (F), Y2k Style (F)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
528,Female,65 and above,"Artsy Style (F), Bohemian Style (F), Ethnic Style (F), Evening Style (F), Vacation Style (F), Vintage Style (F)",1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
529,Female,65 and above,"Biker Style (F), Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F)",0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
530,Female,65 and above,"Artsy Style (F), Comfy Style (F), Ethnic Style (F), Girl Next Door Style (F), Vacation Style (F), Vintage Style (F)",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
531,Female,65 and above,"Biker Style (F), Casual Style (F), Comfy Style (F), Hip Hop Style (F), Punk Style (F), Streetwear Style (F)",0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
532,Female,65 and above,"Bohemian Style (F), Chic Style (F), Classy Style (F), Ethnic Style (F), Evening Style (F), Vintage Style (F)",0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
533,Female,65 and above,"Chic Style (F), Classy Style (F), Formal Office Style (F), Sexy Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
534,Female,65 and above,"Artsy Style (F), Bohemian Style (F), Casual Style (F), Comfy Style (F), Vacation Style (F), Vintage Style (F)",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
535,Female,65 and above,"Artsy Style (F), Casual Style (F), Girl Next Door Style (F), Indie Style (F), Kpop Style (F), Vintage Style (F)",1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
536,Female,65 and above,"Casual Style (F), Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F)",0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
537,Female,65 and above,"Chic Style (F), Comfy Style (F), Formal Office Style (F), Girl Next Door Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
538,Female,65 and above,"Biker Style (F), Casual Style (F), Comfy Style (F), Hip Hop Style (F), Punk Style (F), Streetwear Style (F)",0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
539,Male,55 - 64,"Biker Style (M), Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
540,Male,55 - 64,"Casual Style (M), Formal Office Style (M), Ivy Style (M), Preppy Style (M), Rugged Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,6
541,Male,55 - 64,"Biker Style (M), Bohemian Style (M), Grunge Style (M), Ivy Style (M), Rugged Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,6
542,Male,55 - 64,"Casual Style (M), Comfy Style (M), Hip Hop Style (M), Rugged Style (M), Sporty Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,6
543,Male,55 - 64,"Casual Style (M), Indie Style (M), Ivy Style (M), Preppy Style (M), Rugged Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,6
544,Female,55 - 64,"Casual Style (F), Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F)",0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
545,Female,55 - 64,"Artsy Style (F), Bohemian Style (F), Chic Style (F), Ethnic Style (F), Vacation Style (F), Vintage Style (F)",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
546,Male,55 - 64,"Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Preppy Style (M), Rugged Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,6
547,Male,55 - 64,"Biker Style (M), Bohemian Style (M), Casual Style (M), Formal Office Style (M), Ivy Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6
548,Male,55 - 64,"Classy Style (M), Grunge Style (M), Ivy Style (M), Preppy Style (M), Rugged Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,6
549,Female,55 - 64,"Biker Style (F), Casual Style (F), Classy Style (F), Evening Style (F), Punk Style (F), Sexy Style (F)",0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
550,Female,55 - 64,"Casual Style (F), Comfy Style (F), Hip Hop Style (F), Sporty Style (F), Streetwear Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
551,Female,55 - 64,"Artsy Style (F), Indie Style (F), Kpop Style (F), Lolita Style (F), Preppy Style (F), Vintage Style (F)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
552,Female,55 - 64,"Chic Style (F), Classy Style (F), Comfy Style (F), Evening Style (F), Formal Office Style (F), Girl Next Door Style (F)",0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
553,Female,55 - 64,"Biker Style (F), Casual Style (F), Comfy Style (F), Hip Hop Style (F), Sporty Style (F), Streetwear Style (F)",0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
554,Male,55 - 64,"Biker Style (M), Chic Style (M), Punk Style (M), Rugged Style (M), Streetwear Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,6
555,Male,55 - 64,"Bohemian Style (M), Formal Office Style (M), Grunge Style (M), Ivy Style (M), Rugged Style (M), Sporty Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,6
556,Male,55 - 64,"Artsy Style (M), Biker Style (M), Chic Style (M), Hip Hop Style (M), Streetwear Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6
557,Male,55 - 64,"Artsy Style (M), Bohemian Style (M), Casual Style (M), Comfy Style (M), Preppy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
558,Male,55 - 64,"Boy Next Door Style (M), Comfy Style (M), Hip Hop Style (M), Rugged Style (M), Sporty Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,6
559,Male,55 - 64,"Grunge Style (M), Indie Style (M), Ivy Style (M), Preppy Style (M), Rugged Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,6
560,Male,55 - 64,"Artsy Style (M), Bohemian Style (M), Hip Hop Style (M), Vacation Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,6
